Hoarding Id,City,Location,Facing Traffic From,Traffic To,HOARDING SIZE,NAME OF ROAD,LANDMARK,TYPE OF AREA,LIT/NONLIT,BOARD LOCATION,Contact,Email,img_link,file_name
241, Sangli,Tasgaon Vita road,,,20X10,Tasgaon Vita road,,,NL,Tasgaon Vita road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Tasgaon Vita Road 20x10.jpg,1_Q00241_thumb_front
242, Sangli,Jat-Near Bus stand,,,20X10,,,,NL,Jat-Near Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Jat  Nr.Bus Stand 20'x10' (3).JPG,1_Q00242_thumb_front
243, Sangli,Jat-Sangli road,,,20X10,Jat-Sangli road,,,NL,Jat-Sangli road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Jat Sangli  road_20'x10' (7).JPG,1_Q00243_thumb_front
244, Konkan,,,,,,,,,,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00244_thumb_front
245, Konkan,Konkan,Konkan ,Konkan ,Konkan,Konkan,Konkan,Konkan,Konkan,Konkan,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sawantwadi___Opp.BusStand_20x15__16_.JPG,1_Q00245_thumb_front
246, Konkan,Opp Bus Stand,,,20X15,,,Sawantwadi,NL,Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sawantwadi___Opp.BusStand_20x15__16_.JPG,1_Q00246_thumb_front
247, Konkan,Bus Stand,,,20X10,,,Sawantwadi,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sawantwadi_Bus_Stand_20x10__8_.JPG,1_Q00247_thumb_front
248, Konkan,Bus Stand,,,20X10,,,Sawantwadi,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sawantwadi_Bus_Stand_20x10__14_.JPG,1_Q00248_thumb_front
249, Konkan,Bus Stand,,,20X20,,,Sawantwadi,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sawantwadi_Bus_stand_20x20.jpg,1_Q00249_thumb_front
250, Konkan,City Entrance,,,30x20,,,Sawantwadi,,City Entrance,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sawantwadi_City_Entry_30x20__4_.JPG,1_Q00250_thumb_front
251, Konkan,Bus Stand,,,20X20,,,Kudal,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kudal_Bus_Stand_20x20__21_.JPG,1_Q00251_thumb_front
252, Konkan,Main road,,,20X17,Main road,,Kudal,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kudal_Main_Road_20x17.JPG,1_Q00252_thumb_front
253, Konkan,Main road,,,20X10,Main road,,Kudal,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kudal_Main_Road_20x10__11_.JPG,1_Q00253_thumb_front
254, Konkan,Highway,,,20X20,,,Kudal,NL,Highway,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00254_thumb_front
255, Konkan,Main road,,,20X10,Main road,,Kankavali,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kankawali_Main_Road_20x10.JPG,1_Q00255_thumb_front
256, Konkan,Bus Stand road facing,,,20X20,Bus Stand road,,Kankavali,NL,Bus Stand road facing,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kudal_Bus_Stand_20x20__21_.JPG,1_Q00256_thumb_front
257, Konkan,Inside Bus Stand,,,40X10,,,Kankavali,NL,Inside Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kankawali_Bus_Stand_40x10.JPG,1_Q00257_thumb_front
258, Konkan,Bus Stand,,,20X10,,,Vengurla,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00258_thumb_front
259, Konkan,Bus Stand,,,20X10,,,Vengurla,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00259_thumb_front
260, Konkan,Bus Stand,,,20X10,,,Rajapur,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajapur Bus Stand 20x10 (4).JPG,1_Q00260_thumb_front
261, Konkan,Bus Stand,,,20X10,,,Rajapur,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajapur Bus Stand 20x10 (5).JPG,1_Q00261_thumb_front
262, Konkan,Bus Stand,,,20X10,,,Chiplun,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00262_thumb_front
263, Konkan,Bus Stand,,,32X14,Main road,,Chiplun,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Chiplun_Bus_Stand_20X10.jpg,1_Q00263_thumb_front
264, Konkan,Opp Shivajinagar Bus Stand,,,20X20,,,Chiplun,NL,Opp Shivajinagar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00264_thumb_front
265, Konkan,Bus Stand,,,20X10,,,Guhagar,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Guhaghar_Bus_Stand_20x10__20_.JPG,1_Q00265_thumb_front
266, Konkan,Bus Stand,,,20X10,,,Khed,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00266_thumb_front
267, Konkan,Bus Stand,,,20X10,,,Khed,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00267_thumb_front
268, Konkan,Main road,,,40X10,Main road,,Mahad,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mahad_Bus_Stand Road__40x10__9_.JPG,1_Q00268_thumb_front
269, Konkan,Bus Stand,,,20X10,,,Mahad,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mahad_Bus_Stand_20x10 (1).JPG,1_Q00269_thumb_front
270, Konkan,Bus Stand,,,20X10,,,Mahad,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mahad_Bus_Stand_20x10 (2).JPG,1_Q00270_thumb_front
271, Konkan,Bus Stand,,,20X10,,,Mahad,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mahad_Bus_Stand_20x10 (3).JPG,1_Q00271_thumb_front
272, Konkan,Bus Stand,,,20X10,,,Mahad,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00272_thumb_front
273, Konkan,Opp Bus Stand,,,20X10,,Opp Bus Stand,Mahad,NL,Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00273_thumb_front
274, Konkan,Main Chauk,,,20X10,,,Mahad,NL,Main Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00274_thumb_front
275, Konkan,Bus Stand,,,20X10,,,Mangaon,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mangaon_Bus_Stand_20x10 (1).JPG,1_Q00275_thumb_front
276, Konkan,Bus Stand,,,20X10,,,Mangaon,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Mangaon_Bus_Stand_20x10 (2).JPG,1_Q00276_thumb_front
277, Konkan,Opp Bus Stand,,,20X20,,Opp Bus Stand,Shrivardhan,NL,Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Shrivardhan_Opp.Bus_Stand_20x20_FL.JPG,1_Q00277_thumb_front
278, Konkan,Main road,,,24X14,Main road,,Roha,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Roha_Main_Market_24x14__10_.JPG,1_Q00278_thumb_front
279, Konkan,Maruti Mandir,,,20X10,,,Murud,NL,Maruti Mandir,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00279_thumb_front
280, Konkan,Main road,,,20X10,Main road,,Wadkhal,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Wadkhal_Main_Road_20x10__17_.JPG,1_Q00280_thumb_front
281, Konkan,Main road,,,20X10,Main road,,Nagothane,NL,Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nagothane_Main_Road_20x10__4_.JPG,1_Q00281_thumb_front
282, Konkan,Ambedkar Chauk,,,58X20,,,Alibaug,NL,Ambedkar Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Alibaug_Ambedkar_Chauk_58x20__28_.JPG,1_Q00282_thumb_front
283, Konkan,Opp Hero Honda Showroom,,,20X20,,Opp Hero Honda Showroom,Alibaug,NL,Opp Hero Honda Showroom,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Alibaug_Opp.Hero_Showroom_20x20__5_.JPG,1_Q00283_thumb_front
284, Konkan,Opp Hero Honda Showroom,,,30X15,,Opp Hero Honda Showroom,Alibaug,NL,Opp Hero Honda Showroom,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00284_thumb_front
285, Konkan,Main Chauk,,,40X20,,,Pen,NL,Main Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Pen_Bus_Stand_Road_40X20__1_.JPG,1_Q00285_thumb_front
286, Konkan,Bus Stand road,,,20X20,,Bus Stand road,Pen,NL,Bus Stand road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Pen_Main_Road_20X20__35_.JPG,1_Q00286_thumb_front
287, Konkan,Opp Bus Stand,,,20X10,,Opp Bus Stand,Pen,NL,Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Pen_Inside_Bus_Stand_20X10__1_.jpg,1_Q00287_thumb_front
288, Konkan,Bus Stand,,,20X10,,,Pen,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00288_thumb_front
289, Konkan,Bus Stand,,,20X10,,,Pen,NL,Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00289_thumb_front
290, Konkan,Bus Stand road,,,40X20,Bus Stand road,,Pen,NL,Bus Stand road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Pen_Main_Chauk_40x20_.JPG,1_Q00290_thumb_front
291, Pune ,PCMC,PCMC ,PCMC ,PCMC,PCMC,PCMC,PCMC,PCMC,PCMC,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Akurdi  Near GEMS Bajaj  40x20__3_.JPG,1_Q00291_thumb_front
292, Pune ,Nasik Phata,,,40X20,,,,NL,Nasik Phata,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00292_thumb_front
293, Pune ,Akurdi-Near Gems Bajaj,,,40X20,,NR GEMS Bajaj,,NL,Akurdi-Near Gems Bajaj,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Akurdi  Near GEMS Bajaj  40x20__3_.JPG,1_Q00293_thumb_front
294, Pune ,Nigdi Flyover Chauk,,,40X20,,,,NL,Nigdi Flyover Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Nigadi_ Flyover Chauk 40x20_2.JPG,1_Q00294_thumb_front
295, Pune ,Nigdi Flyover Incoming,,,40X20,,,,NL,Nigdi Flyover Incoming,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Nigadi_ Incoming 40x20__1_.JPG,1_Q00295_thumb_front
296, Pune ,Chaphekar Chauk-Opp Elpro,,,50X20,,,,NL,Chaphekar Chauk-Opp Elpro,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/,1_Q00296_thumb_front
297, Pune ,Chaphekar Chauk-Opp Elpro,,,60X20,,,,NL,Chaphekar Chauk-Opp Elpro,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Chinchwad_ Chafekar Chauk  60_x_20__3_.JPG,1_Q00297_thumb_front
298, Pune ,Chinchwad Bridge,,,30X20,,Chinchwad Flyover,,NL,Chinchwad Bridge,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Chinchwad _fly_over_ Bridge 30_x_20_.JPG,1_Q00298_thumb_front
299, Pune ,Chinchwad Bridge,,,20X40,,Chinchwad Bridge,,NL,Chinchwad Bridge,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC_Chinchwad_Bridge_20x40.jpg,1_Q00299_thumb_front
300, Pune ,Pimpri Flyover-Fcg Shagun Chauk,,,30X15,Pimpri Gaon Road,Shagun Chowk,,NL,Pimpri Flyover-Fcg Shagun Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Pimpri_fcg Shagun Chauk 30_x_15__.JPG,1_Q00300_thumb_front
301, Pune ,Wakad Flyover,,,40X40,,wakad Flyover End,,NL,Wakad Flyover,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC __Wakad_40x40__3__3_.JPG,1_Q00301_thumb_front
302, Pune ,Pimpri Flyover-Fcg Corporation,,,30X15,Pimpri Gaon Road,Pimpri Flyover Start nr Corporation,,NL,Pimpri Flyover-Fcg Corporation,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC Pimpri_ fcg Corporation 30_x_15__3_.JPG,1_Q00302_thumb_front
303, Pune ,Express Highway,Mumbai ,Pune Taluka Places,80x30,EXPRESS Highway,Somatne Phata,Express Way Commuters,BL,Express Highway,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/PCMC  Expressway_80x30__2_.JPG,1_Q00303_thumb_front
304, Pune ,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,Pune Taluka Places,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Baramati_Kasaba_Bridge_20x20__4_.jpg,1_Q00304_thumb_front
305, Pune ,Baramati-Opp Bus stand,,,20X20,,Opp Baramati Bus stand,,NL,Baramati-Opp Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Baramati_Kasaba_Bridge_20x20__4_.jpg,1_Q00305_thumb_front
306, Pune ,Baramati-Opp Bus stand,,,20X10,,Opp Baramati Bus stand,,NL,Baramati-Opp Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Baramati_Kasba_Bridge_20X20__7___1_.JPG,1_Q00306_thumb_front
307, Pune ,Daund-Station road,,,20X20,Daund-Station road,,,NL,Daund-Station road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Daund__Station_Road_20x20__3___15_.JPG,1_Q00307_thumb_front
308, Pune ,Daund-Station road,,,20X20,Daund-Station road,,,NL,Daund-Station road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Daund_Station_Road-20X20__12_.JPG,1_Q00308_thumb_front
309, Pune ,Daund-Station road,,,20X10,Daund-Station road,,,NL,Daund-Station road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Daund_Main_Road_20X10__9_.JPG,1_Q00309_thumb_front
310, Pune ,Narayangaon-Main road,,,20X10,Narayangaon-Main road,,,NL,Narayangaon-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Narayangaon__Main_Road_20x10__9_.JPG,1_Q00310_thumb_front
311, Pune ,Narayangaon-Main road,,,20X20,Narayangaon-Main road,,,NL,Narayangaon-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Narayangaon_Main_road_-20x20.jpg,1_Q00311_thumb_front
312, Pune ,Dehuroad-On Bridge,,,30X15,,,,NL,Dehuroad-On Bridge,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Dehu_Road_5star_30x15long.jpg,1_Q00312_thumb_front
313, Pune ,Chakan-Main road,,,30X20,Chakan-Main road,,,NL,Chakan-Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Chakan Main Road 30x20.jpg,1_Q00313_thumb_front
314, Pune ,Chakan-Shivaji Chauk,,,30X20,,,,NL,Chakan-Shivaji Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Chakan_Shivaji_Chauk_30x20__9_.JPG,1_Q00314_thumb_front
315, Pune ,Indapur Bus stand,,,20X10,,,,NL,Indapur Bus stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Indapur_Bus_Stand_20x10.JPG,1_Q00315_thumb_front
316, Pune ,Indapur Akluj Phata,,,40X10,,Rajgurunagar-Main Chauk,,NL,Indapur Akluj Phata,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Indapur_Akluj_Phata_40x10__18_.JPG,1_Q00316_thumb_front
317, Pune ,Rajgurunagar-Main Chauk,,,20X15,,Rajgurunagar-Main Chauk,,NL,Rajgurunagar-Main Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajgurunagar_Main Road 20x15.JPG,1_Q00317_thumb_front
318, Pune ,Rajgurunagar-Main Chauk,,,20X10,,,,NL,Rajgurunagar-Main Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Rajgurunagar_Main Road 20x10.JPG,1_Q00318_thumb_front
319, Pune ,Shirur Bus Stand,,,20X20,,,,NL,Shirur Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Shirur_Bus_Stand_20x20.JPG,1_Q00319_thumb_front
320, Pune ,Shirur Bus Stand,,,20X10,,,,NL,Shirur Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Shirur bus stand 20x10 uninor  (3).JPG,1_Q00320_thumb_front
321, Pune ,Shirur Bus Stand,,,20X10,,,,NL,Shirur Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Shirur Bus stand 20x10 (46).jpg,1_Q00321_thumb_front
322, Pune ,Bhor Opp Bus Stand,,,20X10,,Opp Bhor Bus Stand,,NL,Bhor Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Bhor_Opp.Bus_Stand_20x10_.JPG,1_Q00322_thumb_front
323, Pune ,Bhor Opp Bus Stand,,,20X10,,Opp Bhor Bus Stand,,NL,Bhor Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Bhor Opp[1].Bus Stand 20x10 (6).JPG,1_Q00323_thumb_front
324, Pune ,Saswad Bus Stand,,,20X10,,,,NL,Saswad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Saswad_Bus_Stand_20x10.JPG,1_Q00324_thumb_front
325, Pune ,Saswad Bus Stand,,,20X10,,,,NL,Saswad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Saswad bus stand 20x10.jpg,1_Q00325_thumb_front
326, Pune ,Jejuri Bus Stand Chauk,,,20X10,,,,NL,Jejuri Bus Stand Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/JEjuri_Bus_StandChowk_20_x10___5_.JPG,1_Q00326_thumb_front
327, Pune ,Jejuri Bus Stand,,,20X10,,,,NL,Jejuri Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Jejuri_Bus Stand_20x10.JPG,1_Q00327_thumb_front
328, Pune ,Manchar Bus Stand,,,20X10,,,,NL,Manchar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Manchar_Bus_Stand__20x10.JPG,1_Q00328_thumb_front
329, Pune ,Manchar Bus Stand,,,20X10,,,,NL,Manchar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Manchar_Bus_Stand__20x10__1_.JPG,1_Q00329_thumb_front
330, Nashik,Nashik Taluka Places, Nashik Taluka Places, Nashik Taluka Places,Nashik Taluka Places,Nashik Taluka Places,Nashik Taluka Places,Nashik Taluka Places,Nashik Taluka Places,Nashik Taluka Places,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nashik Taluka Places,1_Q00330_thumb_front
331, Nashik,Sinnar Bus Stand,,,20X10,,,,NL,Sinnar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sinner_Bus_Stand_20X10 (1).JPG,1_Q00331_thumb_front
332, Nashik,Sinnar Bus Stand,,,20X10,,,,NL,Sinnar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Sinner_Bus_Stand_20X10 (2 ).JPG,1_Q00332_thumb_front
333, Nashik,Yeola Bus Stand,,,20X10,,,,NL,Yeola Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Yeola Bus Stand 20x10 (1).JPG,1_Q00333_thumb_front
334, Nashik,Yeola Bus Stand,,,20X10,,,,NL,Yeola Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Yeola Bus Stand 20x10 (2).JPG,1_Q00334_thumb_front
335, Nashik,Ozhar Bus Stand,,,20X10,,,,NL,Ozhar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Ozhar Bus Stand 20x10.JPG,1_Q00335_thumb_front
336, Nashik,Ozhar Bus Stand,,,20X10,,,,NL,Ozhar Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Ozar_Bus_stand_20x10_idea_(5).JPG,1_Q00336_thumb_front
337, Nashik,Ozhar Main road,,,20X20,,,,NL,Ozhar Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Ozar_Main_Road_20x20__16_.JPG,1_Q00337_thumb_front
338, Nashik,Chandwad Bus Stand,,,20X10,,,,NL,Chandwad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Chandwad Bus Stand 20x20.JPG,1_Q00338_thumb_front
339, Nashik,Chandwad Bus Stand,,,20X20,,,,NL,Chandwad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Chandwad_Bus_Stand_20x20__1_.JPG,1_Q00339_thumb_front
340, Nashik,Chandwad Bus Stand,,,20X10,,,,NL,Chandwad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Chandwad Bus stand 20x10 (4).JPG,1_Q00340_thumb_front
341, Nashik,Satana Main road,,,20X10,,,,NL,Satana Main road,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Satana_Main_Chauk_40_X_20__1_.JPG,1_Q00341_thumb_front
342, Nashik,Ghoti Main Chauk,,,20X10,,,,NL,Ghoti Main Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/ghoti Main Market 20x10.JPG,1_Q00342_thumb_front
343, Nashik,Igatpuri Bus Stand,,,40X10,,,,NL,Igatpuri Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Igatpuri_Bus_Stand_40x10__4_.JPG,1_Q00343_thumb_front
344, Nashik,Igatpuri Bus Stand,,,20X10,,,,NL,Igatpuri Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Igatpuri Bus Stand 20x10 (3).JPG,1_Q00344_thumb_front
345, Nashik,Dindori Bus Stand,,,20X10,,,,NL,Dindori Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Dindori Bus Stand 20x10.JPG,1_Q00345_thumb_front
346, Nashik,Dindori Bus Stand,,,20X10,,,,NL,Dindori Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Dindori Bus Stand fcg 20x10.JPG,1_Q00346_thumb_front
347, Nashik,Dindori Bus Stand,,,20X10,,,,NL,Dindori Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Dindori_Bus_Stand_20x10 (1)_.JPG,1_Q00347_thumb_front
348, Nashik,Kalwan Bus Stand,,,20X10,,,,NL,Kalwan Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kalwan_Bus_Stand_20X10_(1)_.JPG,1_Q00348_thumb_front
349, Nashik,Kalwan Bus Stand,,,20X10,,,,NL,Kalwan Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Kalwan_Bus_Stand_20X10_(2).JPG,1_Q00349_thumb_front
350, Nashik,Lasalgaon Bus Stand,,,20X10,,,,NL,Lasalgaon Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Lasalgaon Bus Stand 20x10 (1) .JPG,1_Q00350_thumb_front
351, Nashik,Pimpalgaon Bus Stand,,,20X10,,,,NL,Pimpalgaon Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Pimpalgaon Bus Stand 20x10 (1).JPG,1_Q00351_thumb_front
352, Nashik,Niphad Near Taxi Stand,,,20X20,,Near Niphad  Taxi Stand,,NL,Niphad Near Taxi Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Niphad Bus Stand 20x20.JPG,1_Q00352_thumb_front
353, Nashik,Niphad Bus Stand,,,20X10,,,,NL,Niphad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Niphad Bus Stand 20x10 (1).JPG,1_Q00353_thumb_front
354, Nashik,Niphad Bus Stand,,,20X10,,,,NL,Niphad Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Niphad Bus Stand 20x20.JPG,1_Q00354_thumb_front
355, Nashik,Nandgaon Railway Crossing,,,20X10,,,,NL,Nandgaon Railway Crossing,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Nandgaon Railway Crossing 20x10.JPG,1_Q00355_thumb_front
356, Nashik,Malegaon-Opp Bus Stand,,,20X10,,Opp Malegaon- Bus Stand,,NL,Malegaon-Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Malegaon_Opp[1].Bus Stand_20x10.jpg,1_Q00356_thumb_front
357, Nashik,Malegaon-Opp Bus Stand,,,20X10,,Opp Malegaon- Bus Stand,,NL,Malegaon-Opp Bus Stand,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Malegaon_Opp[1].Bus Stand 20x10.JPG,1_Q00357_thumb_front
358, Nashik,Malegaon-Ekatmata Chauk,,,80X20,,,,NL,Malegaon-Ekatmata Chauk,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Malegaon Ekatmata Chauk 80'x20' (2).JPG,1_Q00358_thumb_front
359, Nashik,Malegaon-Mausam Pool,,,20X20,,,,NL,Malegaon-Mausam Pool,9225803751,operations.marquis@gmail.com,http://www.marquisads.com/admin1/photos/Malegaon_Mausam_Bridge_20x20__6_.JPG,1_Q00359_thumb_front
